,,,val/top1,val/l0_model,val/l0_model,val/params,val/params,val/macs,val/macs,val/top1,val/top1
,,,min,last,last,last,last,last,last,last,last
,,,min,mean,conf95_width,mean,conf95_width,mean,conf95_width,mean,conf95_width
lmbdas,target_density,gates_lr,,,,,,,,,
None,"[0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7, 0.7]",6,3.76,69.99822974205017,0.004308706220134583,69.86841570835652,0.20145821793670723,69.54914590531021,0.16591747159600273,4.098,0.1642662424236946
None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.1,4.18,92.30143070220947,0.009016171880925,99.84210476186202,0.0,99.99903191892354,0.0,4.628,0.13542451181377743
None,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",6,3.74,91.63434028625488,0.2674252638662117,94.51712740473435,0.2649738502469219,92.74783832563409,0.5809195452188934,4.116,0.07656553793972855
[0.001],None,0.1,4.23,92.29602217674255,0.007161678063705973,99.84210476186202,0.0,99.99903191892354,0.0,4.564,0.18319448026619134
[0.001],None,6,3.75,91.18628144264221,0.1609012440775903,93.98281364114138,0.23752832474841587,91.56844666644008,0.34604022595250744,4.044,0.15465381210949813
[0.002],None,6,3.62,91.3615870475769,0.11485047581492748,94.26376042357634,0.22342567045086198,92.0999794197609,0.46040998150057805,4.046,0.1401913891792218
